Unnamed: 0,_id,url,title,description,keywords,Mariangela_topic,field used for the classification,comments,DISCUSSED,TO BE DECIDED,Gabriele_topic,Sana_topic
106,bioportal-miro,https://lod-cloud.net/dataset/bioportal-miro,Mosquito insecticide resistance,Application ontology for entities related to insecticide resistance in mosquitos,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,,,,,,health
426,bioportal-mod,https://lod-cloud.net/dataset/bioportal-mod,Protein modification,PSI-MOD is an ontology consisting of terms that describe protein chemical modifications  logically linked by an is_a relationship in such a way as to form a direct acyclic graph (DAG). The PSI-MOD ontology has more than 45 top-level nodes  and provides alternative hierarchical paths for classifying protein modifications either by the molecular structure of the modification  or by the amino acid residue that is modified.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,about proteins,,,,health,
1257,bioportal-mpath,https://lod-cloud.net/dataset/bioportal-mpath,Mouse pathology,A structured controlled vocabulary of mutant and transgenic mouse pathology phenotypes,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,,,,,,health
480,bioportal-msh,https://lod-cloud.net/dataset/bioportal-msh,Medical Subject Headings,Medical Subject Headings (MeSH);National Library of Medicine; 2011,biomedicine; bioportal; format-rdf; format-rrf; lod; ontology; published-by-third-party,health,medical mentioned in the abstract.,,,,health,Linguistics
1454,bioportal-ncbitaxon,https://lod-cloud.net/dataset/bioportal-ncbitaxon,NCBI organismal classification,A taxonomic classification of living organisms and associated artifacts for their controlled description within the context of databases.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,,,,,,linguistics
570,bioportal-nif_cell,https://lod-cloud.net/dataset/bioportal-nif_cell,NIF Cell,Cell types from NIFSTD,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,cell in the abstract,,,,,health
1463,bioportal-nigo,https://lod-cloud.net/dataset/bioportal-nigo,Neural-Immune Gene Ontology,The Neural-Immune Gene Ontology (NIGO) is a subset of GO directed for neurological and immunological systems. NIGO was created by clipping those GO terms that are not associated to any gene in human  rat and mouse  and by clipping terms not found to be relevant to the neural and/or immune domains.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,gene in title and abstract,,,,,health
181,bioportal-nmr,https://lod-cloud.net/dataset/bioportal-nmr,NMR-instrument specific component of metabolomics investigations,Descriptors relevant to the experimental conditions of the Nuclear Magnetic Resonance (NMR) component in a metabolomics investigation.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,,,,,health,SLR
1555,bioportal-nonrctontology,https://lod-cloud.net/dataset/bioportal-nonrctontology,Non Randomized Controlled Trials Ontology,We built an ontology to help the systematic review and meta-analysis process of non randomized clinical trials.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health / SLR,"clinical mentioned in the abstract, trials in the title, biomedicine among keywords",,,,SLR,health
23,bioportal-npo,https://lod-cloud.net/dataset/bioportal-npo,NanoParticle Ontology,An ontology that represents the basic knowledge of physical  chemical and functional characteristics of nanotechnology as used in cancer diagnosis and therapy.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,,,,,health,SLR
404,bioportal-oae,https://lod-cloud.net/dataset/bioportal-oae,Ontology of Adverse Events (OAE),The Ontology of Adverse Events (OAE) is a biomedical ontology in the domain of adverse events. OAE aims to standardize adverse event annotation  integrate various adverse event data  and support computer-assisted reasoning. AEO is a community-based ontology. Its development follows the OBO Foundry principles.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,,,,,health,SLR
302,bioportal-oboe,https://lod-cloud.net/dataset/bioportal-oboe,OBOE,Observational Modeling,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,unclear from title and abstract. decision guided by keywords. bioportal as link,,,,health,cultural heritage
4,bioportal-oboe-sbc,https://lod-cloud.net/dataset/bioportal-oboe-sbc,OBOE SBC,OBOE Extension for SBC-LTER,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,unclear from title and abstract. decision guided by keywords. bioportal as link,,,,health,SLR
1615,bioportal-ogmd,https://lod-cloud.net/dataset/bioportal-ogmd,Ontology of Glucose Metabolism Disorder,Including the disease names. phenotypes and their classifications involved in Glucose Metabolism Disorder  Diabetes. (OBO and OWL format are available in sourceforge.),biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,disease in the abstract,,,,health,publication/health
959,bioportal-omit,https://lod-cloud.net/dataset/bioportal-omit,Ontology for MicroRNA Target Prediction,The purpose of the OMIT ontology is to facilitate the identification and characterization of important roles microRNAs (miRNAs) played in human cancer. To be more specific  it aims to assist cancer biologists in unraveling important roles of miRNAs in human cancer.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,cancer in the abstract,,,,health,other/government
1471,bioportal-omrse,https://lod-cloud.net/dataset/bioportal-omrse,Ontology of Medically Related Social Entities,This ontology covers the domain of social entities that are related to health care  such as demographic information (social entities for recording gender (but not sex) and marital status  for example) and the roles of various individuals and organizations (patient  hospital etc.),biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,health care in the abstract,,,,health,Machine Learning
1344,bioportal-ontodm,https://lod-cloud.net/dataset/bioportal-ontodm,Ontology of Data Mining,OntoDM is a generic ontology for the domain of data mining. The ontology includes the information processing processes that occur in the domain of data mining  participants in the processes and their specifications. OntoDM is highly transferable and extendable due to its adherence to accepted standards  and compliance with existing ontology resources. The generality in scope allows wide number of applications of the ontology  such as semantic annotation of data mining scenarios  ontology based support for QSARs  etc.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,unclear from title and abstract. biomedicine among keywords. bioportal as resource,,,,,ML
1355,bioportal-ontodt,https://lod-cloud.net/dataset/bioportal-ontodt,Ontology of General Purpose Datatypes,This ontology contains entities such as: datatype  datatype generator  datatype qualiy and others giving the possibility to represent arbitrary complex datatypes. This is an important fact for a general data mining ontology that wants to represent and query over modelling algorithms for mining structured data.   The ontology was first developed under the OntoDM (Ontology of Data Mining is available at http://kt.ijs.si/panovp/OntoDM) ontology  but for generality and reuse purpose it was decided to export it as a separate ontology. Additionaly  the OntoDT ontology is based on and ISO/IEC 11404 (http://www.iso.org/iso/catalogue_detail.htm?csnumber=39479) standard and can be reused used independently by any domain ontology that requires representation and reasoning about general purpose datatypes.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,unclear from title and abstract. biomedicine among keywords. bioportal as resource,,,,,health
191,bioportal-pato,https://lod-cloud.net/dataset/bioportal-pato,Phenotypic quality,Phenotypic qualities (properties). This ontology can be used in conjunction with other ontologies such as GO or anatomical ontologies to refer to phenotypes. Examples of qualities are red  ectopic  high temperature  fused  small  edematous and arrested.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,anatomical in the abstract,,,,,health
1516,bioportal-peo,https://lod-cloud.net/dataset/bioportal-peo,Parasite Experiment Ontology,The Parasite Experiment Ontology (PEO) models provenance metadata associated with experiment protocols used in parasite research. The PEO extends the upper-level Provenir ontology (http://knoesis.wright.edu/provenir/provenir.owl) to represent parasite domain-specific provenance terms.  The PEO (v 1.0) includes Proteome  Microarray  Gene Knockout  and Strain Creation experiment terms along with other terms that are used in pathway.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,,,,,,health
1312,bioportal-phare,https://lod-cloud.net/dataset/bioportal-phare,PHARE,The PHArmacogenomic RElationships Ontology (or PHARE) proposes concepts and roles to represent relationships of pharmacogenomics interest.,biomedicine; bioportal; debug-tinylod; format-owl; format-rdf; lod; ontology; published-by-third-party,health,pharmacogenomics in the abstract,,,,ND,
1564,bioportal-pko,https://lod-cloud.net/dataset/bioportal-pko,PKO_Re,Testing,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,unclear from title and abstract. biomedicine among keywords. bioportal as resource,almost inaccessible resource,,,,SLR
957,bioportal-pma,https://lod-cloud.net/dataset/bioportal-pma,PMA 2010,The Portfolio Management Application (PMA) is a system for tracking grants and producing reports - Users can access grant data through a query interface and a variety of pre-defined forms and reports,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,it seems to me more related to government or research. I wonder why biomedicine among keywords. bioportal as link,,,,,health
491,bioportal-po_x1,https://lod-cloud.net/dataset/bioportal-po_x1,Plant Growth and Development Stage,A controlled vocabulary of growth and developmental stages in various plants. Note that this has been subsumed into the PO.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,,,,,,health
490,bioportal-po_x2,https://lod-cloud.net/dataset/bioportal-po_x2,Plant Ontology,The Plant Ontology is a structured vocabulary and database resource that links plant anatomy  morphology and growth and development to plant genomics data. The PO is under active development to expand to encompass terms and annotations from all plants.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,,,,,,health
40,bioportal-qibo,https://lod-cloud.net/dataset/bioportal-qibo,Quantitative Imaging Biomarker Ontology,An ontology that describes various concepts in quantitative imaging biomarkers.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,,,,,health,SLR
776,bioportal-rcd,https://lod-cloud.net/dataset/bioportal-rcd,"Read Codes, Clinical Terms Version 3 (CTV3)",Clinical Terms Version 3 (CTV3) (Read Codes) (Q199): National Health Service National Coding and Classification Centre,biomedicine; bioportal; format-rdf; format-rrf; lod; ontology; published-by-third-party,health,,,yes,,health,SLR
1253,bioportal-rctontology,https://lod-cloud.net/dataset/bioportal-rctontology,Randomized Controlled Trials (RCT) Ontology,We developed and evaluated an ontology specifically for Randomized Controlled Trials in order to facilitate the production of systematic reviews and metaanalysis.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health / SLR,focus on trials. it expliclty mention that they support slr,,,,health,health
828,bioportal-rex,https://lod-cloud.net/dataset/bioportal-rex,Physico-chemical process,REX is an ontology of physico-chemical processes  i.e. physico-chemical changes occurring in course of time. REX includes both microscopic processes (involving molecular entities or subatomic particles) and macroscopic processes. Some biochemical processes from Gene Ontology (GO Biological process) can be described as instances of REX.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,,,,,health,SLR
993,bioportal-rnao,https://lod-cloud.net/dataset/bioportal-rnao,RNA ontology,The central aim of the RNA Ontology Consortium (ROC) is to develop an ontology to capture all aspects of RNA - from primary sequence to alignments  secondary and tertiary structure from base pairing and base stacking to sophisticated motifs.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,domain specific terms. RNA is from the biomedical domain,,,,health,ML
135,bioportal-roleo,https://lod-cloud.net/dataset/bioportal-roleo,Role Ontology,The Role Ontology (RoleO) is a ontology in the domain of role classification. RoleO aims to standardize role classification and support computer-assisted reasoning.  RoleO is a community-based ontology  and its development follows the OBO Foundry principles.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,not classified,,unclear why biomedicine is among keywords,yes,,,health
116,bioportal-rs,https://lod-cloud.net/dataset/bioportal-rs,Rat Strain Ontology,This ontology defines the hierarchical display of the different rat strains as derived from the parental strains,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,focus on mouses,,,,,linguistics
248,bioportal-rxnorm,https://lod-cloud.net/dataset/bioportal-rxnorm,RxNORM,RxNorm Vocabulary,biomedicine; bioportal; format-rdf; format-rrf; lod; ontology; published-by-third-party,health,"unclear from the title, abstract, keywords.  biomedicine among keywords. bioportal as link",,,,,health
326,bioportal-sao,https://lod-cloud.net/dataset/bioportal-sao,Subcellular Anatomy Ontology (SAO),SAO describes structures from the dimensional range encompassing cellular and subcellular structure  supracellular domains  and macromolecules.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,"anatomy in the title, cellular in the abstract",,,,health,linguistics
309,bioportal-sbo,https://lod-cloud.net/dataset/bioportal-sbo,Systems Biology,"The Systems Biology Ontology is a set of controlled  relational vocabularies of terms commonly used in Systems Biology  and in particular in computational modeling. The ontology consists of six orthogonal vocabularies defining: the roles of reaction participants (eg. ""substrate"")  quantitative parameters (eg. ""Michaelis constant"")  a precise classification of mathematical expressions that describe the system (eg. ""mass action rate law"")  the modeling framework used (eg. ""logical framework"")  and a branch each to describe entity (eg. ""macromolecule"") and interaction (eg. ""process"") types  and a branch to define the different types of metadata that may be present within a model.  SBO terms can be used to introduce a layer of semantic information into the standard description of a model  or to annotate the results of biochemical experiments in order to facilitate their efficient reuse. SBO is an Open Biomedical Ontologies (OBO) candidate ontology  and is free for use. More information about SBO can be found from the project FAQ  at http://www.ebi.ac.uk/sbo/  SBO is a project of the BioModels.net effort and is developed through community collaboration.",biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,biology mentioned in title and abstract,,,,,health
379,bioportal-sep,https://lod-cloud.net/dataset/bioportal-sep,Sample processing and separation techniques,A structured controlled vocabulary for the annotation of sample processing and separation techniques in scientific experiments  such as  and including  gel electrophoresis  column chromatography  capillary electrophoresis  centrifugation and so on. Developed jointly by the HUPO Proteomics Standards Initiative and The Metabolomics Standards Initiative.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,,,,,health,linguistics
396,bioportal-shr,https://lod-cloud.net/dataset/bioportal-shr,Student Health Record,The goal of SHR project is to develop an ontology for the description of student health records. Student health records are created for entering college students in order to provide better health services will be formed. This file contains various sections such as history of disease  family history of disease  public examinations and ... .,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,"health , education","health explicitly mentioned in title and abstract, education as it talks about students",,,,health,SLR
234,bioportal-sio,https://lod-cloud.net/dataset/bioportal-sio,SemanticScience Integrated Ontology,The semanticscience integrated ontology (SIO) provides a simple  integrated upper level ontology (types  relations) for consistent knowledge representation across physical  processual and informational entities. It provides vocabulary for the Bio2RDF (http://bio2rdf.org) and SADI (http://sadiframework.org) projects.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,physical processual is mentioned in the abstract. confirmed by biomedicine keyword,,,,,Government
104,bioportal-sitbac,https://lod-cloud.net/dataset/bioportal-sitbac,Situation-Based Access Control,Context-based healthcare access-control policies,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,healthcare in the abstract,,,,health,SLR
319,bioportal-snpo,https://lod-cloud.net/dataset/bioportal-snpo,SNP-Ontology,SNP-Ontology is a domain ontology that provides a formal representation (OWL-DL) of genomic variations. Despite its name  SNP-Ontology  is not limited to the representation of SNPs but it encompasses genomic variations in a broader meaning. SNP-Ontology is general enough to enable the representation of variations observed in genome of various species. Latest versions of SNP-Ontology include the representation of haplotype and of CNV. The unambiguous representation of genomic variations provided by SNP-Ontology enables to integrate heterogeneous data related to genomic variations. To achieve this goal SNP-Ontology enables (1) to represent one variation in accordance with various ways that exist for describing it  (2) to represent the equivalence between two distinct descriptions of one variation  and (3) to represent correspondence between a genomic variation and its outcome at the transcriptome and proteome levels.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,,,,,health,SLR
1196,bioportal-spto,https://lod-cloud.net/dataset/bioportal-spto,Solanaceae Phenotype Ontology,Solanaceae crop phenotypes and traits  developed in collaboration with the research community  especially for breeder traits of agronomic importance.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,trait in the abstract,,,,,Linguistics
1392,bioportal-sso,https://lod-cloud.net/dataset/bioportal-sso,Syndromic Surveillance Ontology,The SSO encodes agreement among experts about how Emergency Department (ED) chief complaints are grouped into syndromes of public health importance (consensus definitions).,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,,,,,health,Publications
1441,bioportal-swo,https://lod-cloud.net/dataset/bioportal-swo,Software Ontology,The Software Ontology (SWO) has the scope of describing types of software used in Bioinformatics. The SWO covers areas such as the software type  the manufacturer of the software  the input and output data types and the uses (i.e. objectives) the software can be put to. The SWO intends to use BFO as an upper level ontolgoy and subclasses types from the Ontology of Biomedical Investigations. Contact James Malone for info: malone@ebi.ac.uk,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,not classified,I would not consider it related to health,,yes,,,health
1376,bioportal-tao,https://lod-cloud.net/dataset/bioportal-tao,Teleost Anatomy Ontology,Multispecies fish anatomy ontology. Originally seeded from ZFA  but intended to cover terms relevant to other taxa,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,it talks about fishes (zoology),,yes,,,Linguistics
1337,bioportal-taxrank,https://lod-cloud.net/dataset/bioportal-taxrank,Taxonomic rank vocabulary,A vocabulary of taxonomic ranks intended to replace the sets of rank terms found in the Teleost Taxonomy Ontology  the OBO translation of the NCBI taxonomy and similar OBO taxonomy ontologies.  It provides terms for taxonomic ranks drawn from both the NCBI taxonomy database and from a rank vocabulary developed for the TDWG biodiversity information standards group.  Cross references to appearances of each term in each source are provided.  Consistent with its intended use as a vocabulary of labels  there is no relation specifying an ordering of the rank terms.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,,,,,,unclassified
1105,bioportal-teddy,https://lod-cloud.net/dataset/bioportal-teddy,Terminology for the Description of Dynamics,The TErminology for the Description of DYnamics (TEDDY) project aims to provide an ontology for dynamical behaviours  observable dynamical phenomena  and control elements of bio-models and biological systems in Systems Biology and Synthetic Biology.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,,,,,health,cultural heritage
1616,bioportal-teo,https://lod-cloud.net/dataset/bioportal-teo,Time Event Ontology,The Time Event Ontology (TEO) is an ontology for representing events  time  and their relationships.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,unclear why biomedicine among keywords. biportal as resource,,,,,health
982,bioportal-tgma,https://lod-cloud.net/dataset/bioportal-tgma,Mosquito gross anatomy,A structured controlled vocabulary of the anatomy of mosquitoes.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,anatomy in the abstract,,,,,Linguistics
63,bioportal-thesaurus,https://lod-cloud.net/dataset/bioportal-thesaurus,thesaurus,thesaurus alternativa,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,unclear from title and abstract. unclear why biomedicine among keywords. bioportal as website.,,,,health,cultural heritage
1493,bioportal-tmo,https://lod-cloud.net/dataset/bioportal-tmo,Translational Medicine Ontology,This project focuses on the development of a high level patient-centric ontology for the pharmaceutical industry. The ontology should enable silos in discovery research  hypothesis management  experimental studies  compounds  formulation  drug development  market size  competitive data  population data  etc. to be brought together. This would enable scientists to answer new questions  and to answer existing scientific questions more quickly. This will help pharmaceutical companies to model patient-centric information  which is essential for the tailoring of drugs  and for early detection of compounds that may have sub-optimal safety profiles. The ontology should link to existing publicly available domain ontologies.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,medicine in the title,,,,health,cultural heritage
149,bioportal-to,https://lod-cloud.net/dataset/bioportal-to,Plant Trait Ontology,A controlled vocabulary to describe phenotypic traits in plants. Each trait is a distinguishable feature  characteristic  quality or phenotypic feature of a developing or mature plant  or a plant part.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,,,,,,unclassified
1512,bioportal-tok,https://lod-cloud.net/dataset/bioportal-tok,TOK_Ontology,An Ontology describing Resources having different formats. This Ontology can be used to annotate and describe Terminological  Ontological Knowledge resources.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,unclear from title and abstract. biomedicine among keywords. bioportal as link,,,,,health
974,bioportal-tto,https://lod-cloud.net/dataset/bioportal-tto,Teleost taxonomy,The Teleost taxonomy ontology is being used to facilitate annotation of phenotypes  particularly for taxa that are not covered by NCBI because no submissions of molecular data have been made. Taxonomy ontologies can also be valuable in annotating legacy data  where authors make phenotype or ecological assertions (e.g.  host-parasite associations) that refer to groups that are reorganized or no longer recognized. The taxonomy ontology serves as the source of taxa for our project's use for identifying evolutionary changes that match the phenotype of a zebrafish mutant.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,it talks about fishes (zoology),,yes,,,health
1557,bioportal-uberon,https://lod-cloud.net/dataset/bioportal-uberon,Uber anatomy ontology,Uberon is a multi-species anatomy ontology created to facilitate comparison of phenotypes across multiple species  and for GO cross-products. Each uberon class is the superclass of all the classes stated as xrefs. The deployed version of uberon is generated from the editors version by stripping out external links and materializing inferred links via the oboedit reasoner.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,anatomy cited in title and abstract,,,,,health
1612,bioportal-unitsontology,https://lod-cloud.net/dataset/bioportal-unitsontology,Units Ontology,A small ontology for the units of measurement developed during the development of the Sleep Domain Ontology (SDO). It supports the use of SDO within the PhysioMIMI application.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,health,,,yes,,,health
187,bioportal-uo,https://lod-cloud.net/dataset/bioportal-uo,Units of measurement,Metrical units for use in conjunction with PATO,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,,,yes,,,health
1440,bioportal-vhog,https://lod-cloud.net/dataset/bioportal-vhog,vertebrate Homologous Organ Groups,"vHOG is a multi-species anatomical ontology for the vertebrate lineage  developed as part of the Bgee project. The mapping to species-specific anatomical ontologies is provided as a separated file: http://bgee.unil.ch/download/organ_association_vHOG.txt This mapping represents homology-strict relationships  in the sense of HOM:0000007 ""historical homology"". Each mapping has been manually reviewed  and we provide confidence codes and references when available.",biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,anatomical in the abstract,,,,,Education
864,bioportal-vivo,https://lod-cloud.net/dataset/bioportal-vivo,VIVO,The VIVO ontology represents researchers in the context of their experience  outputs  interests  accomplishments  and associated institutions.,biomedicine; bioportal; format-owl; format-rdf; lod; ontology; published-by-third-party,education,,yes,,,education,health
179,bioportal-vt,https://lod-cloud.net/dataset/bioportal-vt,Vertebrate Trait Ontology,The Vertebrate Trait Ontology is a controlled vocabulary for the description of traits (measurable or observable characteristics) pertaining to the morphology  physiology  or development of vertebrate organisms.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,trait in title and abstract,,,,health,Linguistics
1584,bioportal-wbls,https://lod-cloud.net/dataset/bioportal-wbls,C. elegans development,A structured controlled vocabulary of the development of <i>Caenorhabditis elegans</i>.,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,from description. confirme  by keywords,,,,,health
738,bioportal-wbphenotype,https://lod-cloud.net/dataset/bioportal-wbphenotype,C. elegans phenotype,A structured controlled vocabulary of <i>Caenorhabditis elegans</i> phenotypes,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,from description. confirme  by keywords,,,,,health
1476,bioportal-xao,https://lod-cloud.net/dataset/bioportal-xao,Xenopus anatomy and development,A structured controlled vocabulary of the anatomy and development of the African clawed frog (<i>Xenopus laevis</i>).,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,anatomy in the title and abstract,,,,,health
641,bioportal-zfa,https://lod-cloud.net/dataset/bioportal-zfa,Zebrafish anatomy and development,A structured controlled vocabulary of the anatomy and development of the Zebrafish (<i>Danio rerio</i>).,biomedicine; bioportal; format-obo; format-rdf; lod; ontology; published-by-third-party,health,anatomy in title and abstract,,,,,health
466,biosamples-rdf,https://lod-cloud.net/dataset/biosamples-rdf,BioSamples RDF,The BioSamples database aggregates sample information for reference samples (e.g. Coriell Cell lines) and samples for which data exist in one of the EBI's assay databases such as ArrayExpress  the European Nucleotide Archive or PRoteomics Identificates DatabasE. It provides links to assays an specific samples  and accepts direct submissions of sample information.,bioinformatics; biology; lifesciences; linked data; lod; lodcloud-diagram-2014-08-30; provenance-metadata; published-by-producer; rdf; vocab-mappings,health,bio in the title. confirmed by the description,,,,,
1099,chem2bio2rdf,https://lod-cloud.net/dataset/chem2bio2rdf,Chem2Bio2RDF,,chemogenomics; deref-vocab; format-rdf; format-rdfs; lifesciences; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; no-license-metadata; no-provenance-metadata; no-vocab-mappings; published-by-third-party; void-sparql-endpoint,health,bio in the title,,,,,health
518,chemdb-basicInfo,https://lod-cloud.net/dataset/chemdb-basicInfo,chemdb  dataset,This dataset collects information on the commonly used chemical identifiers (e.g. CAS-RN  SMILES  InChIKey  et. al.) and basic information (e.g. Name  Formulas  et. al.) of compounds and on the thermochemical properties and basic physicochemical properties of compounds at gaseous state and condensed state  including heat capacity  standard entropy and standard enthalpy  et. al.This dataset also collects information on the entropy  enthalpy  temperature  pressure et. al. that associated with phase change of compounds.And critical properties for compounds are also collected. And this dataset collects information on the estimated properties of compounds  including ALogP ALogP_MR  Minimized_Energy et. al. via the law of corresponding states (LCS)  the method of group contributions (GC)  and the like.,compound; chemical identifier; chemical basic information; thermochemical properties; phase change; estimated properties; physicochemical properties; LCS; GC,health,from the description,,,,linguistic,health
1462,chemdb-phaseTransition,https://lod-cloud.net/dataset/chemdb-phaseTransition,chemdb phase transition dataset,This dataset collects information on the entropy  enthalpy  temperature  pressure et. al. that associated with phase change of compounds.And critical properties for compounds are also collected.,compound; critical  properties; phase  change,health,unclear from the abstract. too technical definition. compound seems to be related to health. ,,yes,,,health
477,chemdb-thermochemistry,https://lod-cloud.net/dataset/chemdb-thermochemistry,chemdb thermochemistry dataset,This dataset collects information on the thermochemical properties and basic physicochemical properties of compounds at gaseous state and condensed state  including heat capacity  standard entropy and standard enthalpy  et. al.,compound; thermochemical properties; physicochemical properties,health,chemistry is cited in the title.,,,,,
30,chempedia-rdf,https://lod-cloud.net/dataset/chempedia-rdf,ChemPedia RDF,RDF version of the ChemPedia substances data.,deref-vocab; format-rdf; healthsciences; license-metadata; lifesciences; linkedchemistrydotinfo; lod; lodcloud.nolinks; lodcloud.unconnected; provenance-metadata; published-by-third-party,health,chem stands for chemical. helathsciences among keywords.,chemical compunds,,,health,cultural heritage
1256,cz-cenia-irz-chemicals,https://lod-cloud.net/dataset/cz-cenia-irz-chemicals,Chemicals reported to the Integrated register of pollution,Information about chemicals reported to the Integrated register of pollution and methods of their measurement,czech; czech-republic; deref-vocab; format-schema; format-skos; government; license-metadata; lod; no-vocab-mappings; provenance-metadata; published-by-third-party,health,chemical in the title.,,,,,cultural heritage
622,cz-czso-selected-indicators-of-public-health,https://lod-cloud.net/dataset/cz-czso-selected-indicators-of-public-health,Selected public health indicators in regions of Czech republic,Data cube containing statistical data with selected public health indicators in regions of Czech republic according to Czech Statistical Office.,czech; czech-republic; format-dcterms; format-qb; format-sdmx; format-skos; government; license-metadata; lod; no-deref-vocab; provenance-metadata; published-by-third-party; vocab-mappings,not classified - government,"health mentioned, but it is more erelated to services, according to my opinion",we agree to not consider as relevant for the health domain,yes,,health,cultural heritage
1147,cz-czso-unemployment-rate,https://lod-cloud.net/dataset/cz-czso-unemployment-rate,Unemployment rate in regions of Czech republic,Data cube containing statistical data aboutunemployment rate in regions of Czech republic according to Czech Statistical Office.,czech; czech-republic; format-dcterms; format-qb; format-sdmx; format-skos; government; license-metadata; lod; no-deref-vocab; provenance-metadata; published-by-third-party; vocab-mappings,not classified - government,,,,,,health
1439,cz-eh-1-atc,https://lod-cloud.net/dataset/cz-eh-1-atc,ATC groups,Anatomical Therapeutic Chemical Classification System,czech; czech-republic; format-skos; license-metadata; lifesciences; lod; no-deref-vocab; no-vocab-mappings; provenance-metadata; published-by-third-party,health,"from title, abstract, keywords. anatomical is mentioned in the description",,,,health,intangible
