_id,url,title,description,keywords,Final_decision_previous_stage,GAB - Decision after inspection of the dataset,GAB - Source that guided the decision,MAR - Decision after inspection of the dataset,MAR - Source that guided the decision,Comments,3rd reviewer comment,New link for the resource,New SPARQL URL,New RDF Dump,No LD,Only ontology?
biblioteca-nacional-escolar-bnescolar,https://lod-cloud.net/dataset/biblioteca-nacional-escolar-bnescolar,Biblioteca Nacional Escolar (BNEscolar),La Biblioteca Nacional Escolar (BNEscolar) es una colección de más de 8.500 documentos digitalizados de la Biblioteca Digital Hispánica. Está constituida por un conjunto de contenidos elegidos  además de por su indudable valor cultural  por su utilidad para enriquecer y complementar los contenidos educativos del currículo de enseñanzas medias.     La BNEscolar nació en el marco de la colaboración entre la Bliblioteca Nacional de España (BNE) y GNOSS en el proyecto Spanish Culture in Linked Open Data: Explotación semántica y valorización educativa de los bienes culturales españoles.    Está estructurada en tres secciones: Arte  Dibujos de los niños de la guerra y Otras colecciones. La primera de ellas engloba más de  2400 obras de arte de las colecciones de Grabados de Durero  Obras de Goya  Estampas Japonesas  Grabados flamencos y holandeses...de gran riqueza cultural. La  segunda de ellas comprende íntegramente la colección de Dibujos de los niños de la guerra. Un conjunto de cerca de 1200 dibujos  pintados por niños acogidos en diversas instituciones de España y Francia  que representa la mirada infantil del conflicto bélico y de escenas de la vida cotidiana en esa época. La tercera de ellas  Otras Colecciones  incluye más de 5.000 obras culturales sobre diversas disciplinas pertenecientes a quince diferentes colecciones de la BNE como: Teatro del Siglo de Oro  Quijotes  Material Cartográfico Manuscrito  Historia de la Ciencia  entre otras.      National School Library    The National School Library (BNEscolar) is a collection of over 8 500 digitalized documents of the Hispanic Digital Library. It is constituted for a set of chosen contents  in addition to its indubitable cultural value  because of its usefulness to enrich and complement educational contents of the intermediate education curriculum.    The BNEscolar was born in the context of teamwork between Spanish School Library BNE and GNOSS on the project Spanish Culture in Linked Open Data: semantic exploitation and educational valorization of Spanish cultural goods.    It is structured into three sections: Art  Children’s drawings of war and Other collections. The first of them includes more than 2 400 artworks from collections of Engravings by Dürer  Works of Goya  Japanese Prints  Flemish and Dutch Engravings … culturally rich. The second of them includes entirely the collection of Children’s drawings of war. A whole of about 1 200 drawings  painted by fostered children by different institutions of Spain and France  which represents childish look of the war conflict and scenes of daily life at this time. The third of them  Other collections  includes over 5 000 artworks about several disciplines belonging to fifteen different collections of BNE like: Spanish Golden Age Theatre  Quijotes  Manuscript Cartographic Material  History of Science  among other artworks.    Bibliothèque National Scolaire    La Bibliothèque National Scolaire (BNEscolar) est une collection de plus de 8.500 documents digitalisés de la Bibliothèque National Hispanique. Elle est constituée d’un ensemble de contenus sélectionnés  en plus de son indubitable valeur culturelle  pour son utilité pour enrichir et complémenter les contenus éducatifs du curriculum d’enseignements secondaires.    La BNEscolar est né dans le cadre de collaboration entre la Bibliothèque Nationale Espagnole BNE et GNOSS dans le projet Spanish Culture in Linked Open Data : exploitation sémantique et valorisation éducative des biens culturels espagnols.    Elle est divisée en trois sections : Art  Dessins des enfants de la guerre et Autres collections. La première comprend plus de 2.400 œuvres d’art des collections des Gravures de Dürer  des Ouvres de Goya  des Estampes japonaises  des Gravures flamands et hollandais … d’une grande richesse culturelle. La deuxième comprend entièrement la collection des Dessins des enfants de la guerre. Un ensemble d’environ 1.200 dessins  peint par des enfants accueillis par des institutions d’Espagne et de la France  que représente le regard enfantin de la guerre et des scènes de la vie quotidienne dans cette époque. La troisième  Autres collections  comprend plus de 5.000 œuvres culturelles sur diverses disciplines dans quinze différents collections de la BNE comme : Théâtre de l’Age d’Or  Quijotes  Matériel Cartographique Manuscrit  Histoire de la Science  entre autres.,biblioteca nacional; biblioteca nacional escolar; bne; gnoss; tangible,cultural heritage,cultural heritage,,cultural heritage,unclear the access mechanism,,,,,,,
bluk-bnb,https://lod-cloud.net/dataset/bluk-bnb,British National Bibliography (BNB) - Linked Open Data,British National Bibliography (BNB) published as Linked Data by the British Library  linked to external sources including: [VIAF](http://viaf.org/)  [ISNI](http://isni.org)  [LCSH](http://id.loc.gov/authorities/)  [Lexvo](http://www.lexvo.org/)  [GeoNames](http://www.geonames.org/ontology/documentation.html)  MARC [country](http://id.loc.gov/vocabulary/countries.html)  and [language](http://id.loc.gov/vocabulary/languages.html)  [Dewey.info](http://dewey.info/).  Published to [this data model for books](https://www.bl.uk/bibliographic/pdfs/bldatamodelbook.pdf); [this data model for serials](https://www.bl.uk/bibliographic/pdfs/bldatamodelserial.pdf) and this data model for forthcoming books (http://www.bl.uk/bibliographic/pdfs/bldatamodelcip.pdf).    Current release of approximately 3.9 million descriptions (146 901 135 triples) of books (including monographs published over time); forthcoming books and serials published in the UK over the last 60 years.The dataset  covering UK publications since 1950  is updated monthly.,bibliographic; british-library; cc0; crossdomain; format-rdf; format-xhtml; format-xml; library; lld; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; no-proprietary-vocab; publications; published-by-producer; tangible,cultural heritage,cultural heritage,"links on lod cloud not working, but can be founded by searching on google",cultural heritage,https://bl.natbib-lod.org/ googling it,,,https://bl.natbib-lod.org/ ,,,,
ceo0000018bdd6b12ef,https://lod-cloud.net/dataset/ceo,Linked Data Cultural Heritage Agency of the Netherlands,Linked data about cultural-historical objects. This includes built and archaeological national monuments  finds  find locations  complexes  archaeological complexes  research areas and sites. This dataset offers linked open data from the Archaeological Information System (Archis) and the National Monument Register. Both databases are maintained by the RCE. Archis contains data on archaeological sites and sites in the Netherlands. The National Monuments Register contains information about all monuments in the Netherlands that have been designated by the State as protected monuments. These are historical buildings  archaeological sites or green  landscaped buildings.,archeology; archaeology; heritage; cultural heritage; tangible,cultural heritage,cultural heritage,from the website is possible to get the datasets,cultural heritage,from the website. error in the sparql endpoint,,,,,,,
chronicling-america,https://lod-cloud.net/dataset/chronicling-america,Chronicling America,Chronicling America provides access to information about historic newspapers and select digitized newspaper pages.    140 000 newspapers  3.2 million pages.    ### Issues    The statistics below are complete guesses. Link information is incomplete.,format-dc; format-frbr; format-ore; format-rdf; format-rdfs; lld; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; media; newspaper; no-license-metadata; no-proprietary-vocab; no-provenance-metadata; no-vocab-mappings; published-by-producer; tangible,cultural heritage,cultural heritage,,cultural heritage,"from the website: ""America's historic newspaper pages from 1756-1963 or use the U.S. Newspaper Directory to find information about American newspapers published between 1690-present """,,,,,,,
cht,https://lod-cloud.net/dataset/cht,Cultural Heritage Thesaurus,Concepts that cover the cultural heritage field in the Netherlands.,cultural heritage; archaeology; Architecture; Arthistory; historical buildings; tangible,cultural heritage,cultural heritage,,cultural heritage,,,,,,,,
data-bnf-fr,https://lod-cloud.net/dataset/data-bnf-fr,data.bnf.fr - Bibliothèque nationale de France,data.bnf.fr gathers data from the different databases of the Bibliothèque nationale de France  so as to create Web pages about Works  Authors  Subjects and Places together with a RDF view on the extracted data.     There are links to id.loc.gov for languages and nationalities  to dewey.info  for subjects  and to DCMI type for types.    The authors and subjects are matched to Agrovoc Geonames  DBpedia  Wikipedia  VIAF  Stitch  Dewey  ISNI  the library of Congress  and the German national library.    We use SKOS  FOAF  DC and RDA vocabularies  in a FRBR model.,deref-vocab; format-dc; format-foaf; format-skos; library; lld; lod; no-license-metadata; no-provenance-metadata; no-vocab-mappings; publications; published-by-producer; tangible,cultural heritage,cultural heritage,,cultural heritage,from website. working sparql endpoint,,,,,,,
datos-bne-es,https://lod-cloud.net/dataset/datos-bne-es,datos.bne.es,Open bibliographic linked data from the Spanish National LIbrary including 4 million authority records  2.4 million bibliographic records resulting in over 58 million triples.    The Spanish data are modelled using IFLA vocabularies.  For the migration and linkage  we used Marimba  a particular tool developed by us and designed for being used by librarians.    ### Data    * 4 Million authority records  * 2.4 million of bibliographic records  * 58 million of RDF triples  * 600K links with other resources (VIAF  SUDOC  GND (German national library)  Libris  DBpedia)    More detail is provided at: <http://www.bne.es/es/Catalogos/DatosEnlazados/FuentesDatos/>    > The data are taken from the catalog bibliographic and authority of the National Library of Spain. 3 900 000 have been extracted bibliographic resource records  papers belonging to modern  old  electronic resources  manuscripts  periodicals  maps  prints  photographs  printed music  sound and audiovisual recordings.  >   > Have also been extracted 4 200 000 authority records of persons  entities  conferences  uniform titles and subjects  which are used in bibliographic records. Both sets of records are coded according to the MARC21 format.  >   > So far it has become a very representative subset of the library catalog  consisting of 2.4 million bibliographic records of monographs modern formats  old printed music and sound recordings.,bibliographic; cc0; format.ifla; format.rdf; lod; lodcloud; no-license-metadata; no-proprietary-vocab; publications; published-by-producer; tangible,cultural heritage,cultural heritage,,cultural heritage,from website. sparql endpoint working,,,,,,,
dbtune-classical,https://lod-cloud.net/dataset/dbtune-classical,DBTune.org/classical,RDF data about the canon of Western Classical Music  aggregated and to some extent hand curated by Chris Cannam of the Centre for Digital Music at Queen Mary University of London. Includes information about composers  compositions  performers  relationships of influence  and more.    Currently the composer data is reasonably reliable  but the other data is highly provisional  unreliable  and subject to change.    This resource provides inter-linking via owl:sameAs to appropriate resources in package:dbpedia  package:dbtune-musicbrainz  and package:bbc-music.,dbtune; deref-vocab; format-foaf; format-mo; format-rdf; format-tl; lod; lodcloud-diagram-2011-09-19; media; music; no-license-metadata; no-provenance-metadata; no-vocab-mappings; published-by-third-party; intangible,cultural heritage,cultural heritage,,cultural heritage,"working project about ""resources describing concepts and individuals related to the canon of Western Classical Music""",,,,,,,
dbtune-john-peel-sessions,https://lod-cloud.net/dataset/dbtune-john-peel-sessions,DBTune.org John Peel sessions RDF server,RDF conversion of a dataset released by the BBC  about the [John Peel sessions](http://en.wikipedia.org/wiki/John_Peel#Peel_sessions)  a long-lived series of live music performances on BBC Radio 1  hosted by DJ John Peel.,ckanupload.esw.200910; format-mo; format-owl; format-rdf; linkeddata; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; media; no-license-metadata; no-proprietary-vocab; no-provenance-metadata; no-vocab-mappings; published-by-third-party; rdf; intangible,cultural heritage,cultural heritage,,cultural heritage,working project,,,,,,,
deutsche-nationalbibliografie-dnb,https://lod-cloud.net/dataset/deutsche-nationalbibliografie-dnb,Deutsche Nationalbibliografie (DNB),The Linked Data Service of the German National Library  (Deutsche Nationalbibliothek  DNB) includes bibliographic data since January 2012. As a first step  the bibliographic data of the DNB’s main collection (apart from the collection  of the Deutsches Exilarchiv) and the serials  (magazines  newspapers and series of the German Union Catalogue of serials (ZDB)) have been converted.  For more information see https://www.dnb.de/lds From January 2014 on  the Linked Data Service of the German National Library (DNB) will issue scheduled releases and will be integrated in the export releases of the other formats. Changes to the conversion and to the data modelling will be made in January  May and September. Changes will be notified in advance via the Linked Data Service mailing list (http://lists.dnb.de/mailman/listinfo/lds). Please subscribe if you are interested in receiving information about future developments in DNB Linked Data Services. In a schedule corresponding to the export releases  updated dumps of the authority and bibliographic data in RDF/XML and Turtle will be available for download in February  June and October.   **Documentation** of the data model and used vocabularies: [https://d-nb.info/1241844151/34](https://d-nb.info/1241844151/34),bibliographic; bibliographic data; cc0; germany; lld; lod; rdf; tangible,cultural heritage,cultural heritage,,cultural heritage,,,,,,,,
dnb-gemeinsame-normdatei0000018da796a714,https://lod-cloud.net/dataset/dnb-gemeinsame-normdatei,Gemeinsame Normdatei (GND),"GND stands for ""Gemeinsame Normdatei"" (Integrated Authority File) and offers a broad range of elements to describe authorities. The GND originates from the German library community and aims to solve the name ambiguity problem in the library world. Corresponding data is usually expressed in a customized MARC 21 Authority Format (GND MARC Format) which is quite domain specific and is not used beyond the library and publisher world. The GND ontology tries to bridge this gap by providing a format specification for the usage in the semantic web.  The need for name disambiguity and entries having an authoritative character is an issue that concerns a lot more communities than the library world. In a growing information society the unique identification and linking of persons  places and other authorities becomes more and more important. The GND Ontology aims to transfer the made experience from libraries to the web community by providing a vocabulary for the description of differentiated and undifferentiated persons  conferences or events  corporate bodies  places or geographic names  subject headings  and works.  To ensure compatibility aspects the GND ontology aligns a number of already established vocabularies like the FOAF vocabulary.  The GND is a young specification that probably will underlie certain smaller changes. However  the currently defined classes and properties have a status of stability. But we also expect the introduction of additional elements caused by newly upcoming requirements within the community. From January 2014 on  the Linked Data Service of the German National Library (DNB) will issue scheduled releases and will be integrated in the export releases of the other formats. Changes to the conversion and to the data modelling will be made in January  May and September. Changes will be notified in advance via the Linked Data Service mailing list (http://lists.dnb.de/mailman/listinfo/lds) and the Integrated Authority File GND Ontology mailing list (http://lists.dnb.de/mailman/listinfo/gnd-ontology). Please subscribe if you are interested in receiving information about future developments in DNB Linked Data Services. In a schedule corresponding to the export releases  updated dumps of the authority and bibliographic data in RDF/XML and Turtle will be available for download in February  June and October.  The authors welcome comments on this document  preferably via the public GND ontology list; public archives are available.   The Integrated Authority File  The ""Gemeinsame Normdatei"" (GND  Integrated Authority File) brings together the content of the former Corporate Body Authority File GKD (Gemeinsame Körperschaftsdatei)  the Name Authority File PND (Personennamendatei)  the Subject Headings Authority File SWD (Schlagwortnormdatei) and the Uniform Title File of the Deutsches Musikarchiv EST file (Einheitssachtitel-Datei ) to form an integrated authority file.  The target has therefore been reached of setting up an authority file which covers all types of entities and which serves as a common  authoritative reference system for libraries' bibliographic data and for the cataloging data of other authority file users such as archives  museums  projects  scientific and cultural institutions. All library networks in the German-speaking countries and the German Union Catalogue of Serials (ZDB) are involved in the GND project alongside the German National Library.  The GND should consign to the past problems arising from different formats  parallel storage of data records and different rules for descriptive and subject cataloging.  The objective of the GND is to form a modern  web-compatible authority file which is capable of networking the wide range of resources and information held by libraries and other cultural institutions in the German-speaking countries and making these accessible to users. To approach a web-compatible authority file we also provide the GND as linked data. Therefore we developed an independent GND specific vocabulary (GND Ontology) that almost completely covers the offered GND concepts provided in MARC 21.",authorities; bibliographic; buildings; concepts; corporations; crossdomain; format-foaf; format-rdf; format-rdfs; format-skos; germany; lld; lod; no-deref-vocab; no-license-metadata; no-provenance-metadata; no-vocab-mappings; persons; places; published-by-producer; rdf; tangible,cultural heritage,cultural heritage,,cultural heritage,,,,,,,,
english-heritage-periods-list,https://lod-cloud.net/dataset/english-heritage-periods-list,English Heritage Periods List,English Heritage Periods List,archaeology; format-skos; license-metadata; lod; no-proprietary-vocab; no-vocab-mappings; provenance-metadata; published-by-third-party; schemata; tangible,cultural heritage,cultural heritage,,cultural heritage,,,,,,,,
europeana-lod-v1,https://lod-cloud.net/dataset/europeana-lod-v1,Europeana Linked Open Data V1.0,[data.europeana.eu](http://data.europeana.eu)</a> started as an experimental pilot  in February 2012 with a small number of data providers who committed at an early stage to Europeana's initiative of promoting more open data and new data exchange agreements.    The current version of data.europeana.eu contains all the data available on the [Europeana Portal](www.europeana.eu/). Check the description of the data at [http://datahub.io/dataset/europeana-lod](http://datahub.io/dataset/europeana-lod)    The first version of data.europeana.eu as used in the W3C Library Linked Data  group contained [open](http://creativecommons.org/publicdomain/zero/1.0/) metadata on 2.4 million texts  images  videos and sounds gathered by Europeana. These collections came from 8 direct Europeana providers encompassing over 200 cultural institutions from 15 countries. They cover a great variety of heritage objects  such as this [slovenian version of O Sole Mio](http://data.europeana.eu/item/92056/BD9D5C6C6B02248F187238E9D7CC09EAF17BEA59) from the National Library of Slovenia  or Neil Robson's [memories of the herring business](http://data.europeana.eu/item/09405f/533F9A826CB038D02C05A9814CF97E5D1B49BBEE) from the Tyne and Wear Archives & Museums.   Here is an example URI to get started with:  http://data.europeana.eu/item/92037/25F9104787668C4B5148BE8E5AB8DBEF5BE5FE03    The project has been described in a [paper](http://dcevents.dublincore.org/index.php/IntConf/dc-2011/paper/view/55) presented at the Dublin Core 2011 conference.,culturalheritage; culture; eu; europe; europeana; format-dc; format-ore; format-rdf; library; license-metadata; lld; lod; metadata; no-deref-vocab; no-vocab-mappings; provenance-metadata; publications; published-by-producer; void-sparql-endpoint; generic,cultural heritage,cultural heritage,new link from google:https://sparql.europeana.eu/,cultural heritage,also sparql endpoint by the website,,,,,,,
europeana-sparql,https://lod-cloud.net/dataset/europeana-sparql,Europeana SPARQL,Europeana EDM data loaded to OWLIM  with SPARQL and visualization.   Continuing development as part of @eCreativeEU,culturalheritage; culture; edm; europeana; europeana data model; format-edm; lod; no-vocab-mappings; published-by-third-party; sparql; sparql-endpoint; topic.media; tangible,cultural heritage,cultural heritage,new link from google:https://sparql.europeana.eu/,cultural heritage,new link from google:https://sparql.europeana.eu/,,,,,,,
getty-aat,https://lod-cloud.net/dataset/getty-aat,Art & Architecture Thesaurus,"The Art & Architecture Thesaurus® (AAT) is a structured  multilingual vocabulary including terms  descriptions  and other information for generic concepts related to art  architecture  and other cultural heritage  and conservation. For decades now  the AAT as been used as a primary reference by museums  art libraries  archives  visual resource catalogers  conservation specialists  archaeological projects  bibliographic projects  researchers  and information specialists who are dealing with the needs of these users. Like all of the Getty Vocabularies  the AAT is compliant with international standards and grows through contribution.     ** Openness **  AAT data is released under Open Data Commons Attribution License. Adherence to ODC Attribution instructions for the correct assertion of attribution is encouraged. The preferred form of attribution for AAT is:    ""*This [title or report or article or dataset] contains information from the Art & Architecture Thesaurus® (AAT) which is made available under the ODC Attribution License.*""    Special Case: In circumstances where providing the full attribution statement above is not technically feasible  the use of canonical AAT URIs is adequate to satisfy Section 4.3 of the ODC Attribution License.",Thesauri; architecture; art; conservation; cultural heritage; format-skos; format-skosxl; lod; skos; topic.schemata; tangible,cultural heritage,cultural heritage,,cultural heritage,"the same interface for aat, tgn. sparql endpoint working",,,,,,,
getty-tgn,https://lod-cloud.net/dataset/getty-tgn,The Getty Thesaurus of Geographic Names,"Getty Thesaurus of Geographic Names® (TGN) is a structured vocabulary of geographic names intended to provide terminology and other information important to various diciplines that specialize in art  architecture and material culture. The TGN includes names and associated information about places. Places in TGN include administrative political entities (e.g.  cities  nations) and physical features (e.g.  mountains  rivers). Current and historical places are included. Like all of the Getty Vocabularies  the TGN is compliant with international standards and grows through contribution.     ** Openness **  TGN data is released under Open Data Commons Attribution License. Adherence to ODC Attribution instructions for the correct assertion of attribution is encouraged. The preferred form of attribution for TGN is:    ""*This [title or report or article or dataset] contains information from the Getty Thesaurus of Geographic Names® (TGN) which is made available under the ODC Attribution License.*""    Special Case: In circumstances where providing the full attribution statement above is not technically feasible  the use of canonical TGN URIs is adequate to satisfy Section 4.3 of the ODC Attribution License.",cultural heritage; format-skos; format-skosxl; geographic; getty; size-xlarge; skos; thesaurus; tangible,cultural heritage,cultural heritage,,cultural heritage,"the same interface for aat, tgn. sparql endpoint working",,,,,,,
greekchildrensartmuseum,https://lod-cloud.net/dataset/greekchildrensartmuseum,Greek Children Art  Museum dataset,"The ""LD-project"" deals with the creation of cultural Open Linked Data (LOD)  based on the artifacts of Greek Children Art Museum  in Greece  Athens. It was created in the frame of Master Thesis of MSc. students  Marini Efstathia and Chondrogianni Maria  in Cultural Informatics postgraduate program at the Department of Cultural Technology and Communication of the University of the Aegean.  Links to published datasets :  Wikidata: 151 links  DBpedia: 489 links  WikiArt: 17 links  MoMA: 2 links  Others (Wikimedia Commons  Benaki Museum  SearchCulture.org  etc.) with 1 link each: 15 links  Total 674   DCAT Description: https://www.childrensartmuseum.gr/LD-project/",Painting; Child Art; Creative Work; Museum; tangible,cultural heritage,cultural heritage,,cultural heritage,,,,,,,,
https:www.childrensartmuseum.grLD-project,https://lod-cloud.net/dataset/https:www.childrensartmuseum.grLD-project,Greek Children Art  Museum dataset,"The ""LD-project"" deals with the creation of cultural Open Linked Data (LOD)  based on the artifacts of Greek Children Art Museum  in Greece  Athens. It was created in the frame of Master Thesis of MSc. students  Marini Efstathia and Chondrogianni Maria  in Cultural Informatics postgraduate program at the Department of Cultural Technology and Communication of the University of the Aegean.  DCAT Description: https://www.childrensartmuseum.gr/LD-project/",Painting; Museum; Child Art; Creative Work; tangible,cultural heritage,cultural heritage,,cultural heritage,,,,,,,,
iislod-test,https://lod-cloud.net/dataset/iislod-test,"Test Site, LOD Lab 317",Sample linked data converted from Union Catalog of Digital Archives Taiwan.,format-cc; format-dc; format-dct; format-foaf; format-org; format-prov; format-r4r; format-rdfs; format-schema; format-skos; format-wde; format-xsd; license-metadata; lod; lodcloud.nolinks; lodcloud.unconnected; no-deref-vocab; no-vocab-mappings; provenance-metadata; publications; published-by-third-party; vocab-mappings; tangible,cultural heritage,cultural heritage,,cultural heritage,,,,,,,,
judaicalink,https://lod-cloud.net/dataset/judaicalink,JudaicaLink,Linking encyclopediae on Jewish culture and history.,encyclopedia; lod; lodcloud-diagram-2014-08-30; generic,cultural heritage,cultural heritage,New link from Google: https://web.judaicalink.org/,cultural heritage,https://web.judaicalink.org/ googling it. several datasets available,,,https://web.judaicalink.org/,,,,
ldt@library0000018b37a6b93c,https://lod-cloud.net/dataset/ldt@library,Linked Open Data Taiwan @ Library,"LDT@Library provides human readable and machine access to broadly used controlled vocabularies and ontologies between libraries in Taiwan including ""List of Chinese Subject Terms""  ""New Classification Scheme For Chinese Libraries Tables""  and Chinese Names and Title Authorities.",taiwan; ntu; ntulibrary; ncl; ldt@l; national taiwan university; national taiwan university library; national central library; linked open data @ library taiwan; linked open data @ library; library; bibliography; catalogue; name authority; subject term; classification; subjects; authority; tangible,cultural heritage,cultural heritage,,cultural heritage,,,,,,,,
libris,https://lod-cloud.net/dataset/libris,LIBRIS,Swedish Union Catalogue. Swedish National Bibliography and authority data. The National Bibliography and authority data is part of Libris  the Swedish Union Catalogue  and the long term goal is to release the whole database under an open license. The data contains links to Wikipedia  DBPedia  LC Authorities (names and subjects) and VIAF.,format-bibo; format-dc; format-foaf; format-rdf; format-skos; lld; lod; lodcloud-diagram-2011-09-19; lodcloud-diagram-2014-08-30; no-deref-vocab; no-license-metadata; no-provenance-metadata; no-vocab-mappings; publications; published-by-producer; tangible,cultural heritage,cultural heritage,,cultural heritage,,,,,,,,
lista-encabezamientos-materia,https://lod-cloud.net/dataset/lista-encabezamientos-materia,Lista de  Encabezamientos de Materia as Linked Open Data,Este nuevo recurso informático que la Dirección General de Libro  Archivos y Bibliotecas pone a disposición del ciudadano supone un importante avnace tecnologico pueste que implica la tranformación de la Lista de Encabezamietos de Materia (LEM) al Simple Knowledge Organization System SKOS  uno de los pilares del Linked Open Data y de su adaptación a Europeana como uno de los namespaces constitutivos del Europeana Data Model.   Se ha establecido ademas  siempre que ha sido posible  un skos:closeMatch con los LCSH y se está progresando para proporcionar una funcionalidad análoga con RAMEAU o SWD.  Incorpora además un fichero en zip de los registros MARC dea utoridades de materia  es decir aquellos basados en el campo 150 en los que se ha añadido las URI de las LEM y las del LCSH.    ---    This new digital resource that the Dirección General del Libro  Archivos y Bibliotecas offers to its users represents a huge technological step forward  for it means the transformation of the Subject Headings List (Lista de Encabezamientos de Materia  LEM) to the Simple Knowledge Organization System (SKOS)  one of the main pillars of Linked Open Data and of its adaptation to Europeana as one of the Europeana Data Model primary namespaces.  skos:closeMatch links to LCSH have been defined whenever possible  and work is being done towards establishing similar links to RAMEAU and SWD.  The list is also presented in a zipped MARC file of subject authorities (those based on field 150 in which LEM and LCSH URIs have been added).,bibliographic; format-rdf; format-skos; lem; library; linkeddata; lld; lod; no-license-metadata; no-proprietary-vocab; provenance-metadata; publications; published-by-producer; void-sparql-endpoint; tangible,cultural heritage,cultural heritage,,cultural heritage,some links are working,,,,,,,
mismuseos-gnoss,https://lod-cloud.net/dataset/mismuseos-gnoss,"Mis Museos, índice semántico de museos, artistas y obras de arte (GNOSS)","<p>  <a href=""http://mismuseos.net/en/community/museos"">MisMuseos.net</a> is a semantic index of artistic resources (museums  artists and artwork) powered by <a href=""http://gnoss.com/"">GNOSS</a>. MisMuseos.net structures  organizes and offers you  in accordance with the principles promoted by the Linked Data Project  an extensive catalog of works of art that museums publish on the Web. MisMuseos.net connects them with educational recommendations and contexts. <p> The information on public cultural goods comes from data published in the Europeana dataset as RDF (Resource Description Framework)  CER.ES Collection (Red Digital de Colecciones de Museos de España) and online public museums collections in Spain not included in CER.ES. MisMuseos.net offers a selection of 8 947 resources (November 2012).</p>  </p>    <p>  Museos  Obras de Arte y Artistas componen la colección de <a href=""http://mismuseos.net/"">MisMuseos.net</a>  el gran índice de recursos artísticos en Internet promovido por   <a href=""http://gnoss.com/"">GNOSS</a> y destinado al enriquecimiento de la Web Semántica. MisMuseos.net estructura  organiza y pone a tu alcance  de acuerdo con los principios promovidos por el Linked Data Project  un extenso catálogo de las obras de arte que los museos publican en la Red conectándolo con otras bases de conocimiento educativas existentes en la iniciativa Linking Open permitiendo la generación de contextos educativos relacionados con los bienes culturales. </p>  <p> La información sobre bienes culturales públicos procede de los datos publicados en el Europeana dataset como RDF (Resource Description Framework)  de la colección CER.ES (Red Digital de Colecciones de Museos de España)  y de las colecciones online de los museos públicos de España no incluidos en CER.ES. MisMuseos.net dispone en la actualidad de 8.947 obras de arte (Noviembre 2012)</p>",artista; artistas; catálogo de arte; catálogo de obras de arte; catálogo semántico; colecciones de arte; colección de arte; colección de obras de arte; country-spain; country.es; cuadro; dc; escuelas artísticas; escultores; escultura; exposiciones; exposiciones de museos; foaf; format-dc; format-dcam; format-foaf; format-rdfg; format-sioc; format-skos; format-wot; instalaciones; language-spa; license-metadata; lod; mncars; museo de bellas artes de bilbao; museo del prado; museo nacional centro de arte reina sofía; museos; no-proprietary-vocab; no-vocab-mappings; obras de arte; obras de arte por autor; obras de arte por estilo; obras de arte por museo; obras de arte por época; obras de museos; pinacoteca; pinacoteca digital; pinacoteca virtual; pintores; pintura; provenance-metadata; published-by-third-party; recursos artísticos; schemata; sioc; skos; socialweb; sp; spain; usergeneratedcontent; wrapper; índice de obras de arte; tangible,cultural heritage,cultural heritage,"No sparql endpoint or RDF dump, but all resources in the website can be exported as rdf (so all the page supports the RDF content negotation)",cultural heritage,https://www.gnoss.com/,,,https://www.gnoss.com/,,,,
muninn-world-war-i,https://lod-cloud.net/dataset/muninn-world-war-i,Muninn World War I,The Muninn Project is a multi-disciplinary  multi-national  academic research project investigating millions of records pertaining to the First World War in archives around the world.,access-api; access-bulk; access-www; crossdomain; deref-vocab; format-cc; format-dbpedia; format-dc; format-dcterms; format-doap; format-foaf; format-graves; format-mil; format-naval; format-owl; format-prov; format-rdf; format-rdfs; format-skos; format-time; format-void; license-metadata; llod; lod; lodcloud-diagram-2014-08-30; provenance-metadata; published-by-producer; rdf; search; vocab-mappings; void-sparql-endpoint; tangible,cultural heritage,cultural heritage,,cultural heritage,,,,,,,,
museosespania-gnoss,https://lod-cloud.net/dataset/museosespania-gnoss,"Museos de España, colección de museos públicos y privados españoles (GNOSS)","<p>  <a href=""http://museos.gnoss.com/en/community/mismuseos"">Museos de España</a>   is a directory that allows facet-based searches on a collection with more than 1 500 dynamic pages of public and private Spanish museums. Museos de España works with   <a href=""http://gnoss.com/"">GNOSS software (RIAM Intelearning Lab)</a>  </p>    <p>  <a href=""http://museos.gnoss.com/comunidad/mismuseos"">Museos de España</a>  es un directorio que permite realizar búsquedas facetadas sobre una colección que reúne las fichas de más de 1.500 museos públicos y privados españoles. Museos de España funciona sobre  <a href=""http://gnoss.com/"">software de GNOSS (RIAM Intelearning Lab)</a>  </p>",bellas artes; ciencias naturales; country-spain; country.es; dc; escultura; foaf; format-dc; format-dcam; format-foaf; format-rdfg; format-sioc; format-skos; format-wot; language-spa; license-metadata; lod; museos; no-proprietary-vocab; no-vocab-mappings; obras de arte; pinacoteca; pintura; provenance-metadata; published-by-third-party; schemata; sioc; skos; socialweb; sp; spain; usergeneratedcontent; wrapper; tangible,cultural heritage,cultural heritage,"No sparql endpoint or RDF dump, but all resources in the website can be exported as rdf (so all the page supports the RDF content negotation)",cultural heritage,https://www.gnoss.com/,,,https://www.gnoss.com/,,,,
